CM Id,Member Id,Client Id,Final Collateral Cash,Final Collateral Non- Cash,Final Collateral Total,Final Collateral Balance Cash,Final Collateral Balance Non-cash,Limit Utilisation,Client Margin,Required Margin,Margin to be blocked,Carry Forward Cash,Final Margin Total,Final Margin Blocked from Cash Collateral,Final Margin Blocked from Non-cash Collateral,
408,408,10021445,4112243.94,0,4112243.94,4112243.94,0,0,0,0,0,0,0,0,0,
