

CM Id,Member Id,Client Id,Final Collateral Cash,Final Collateral Non- Cash,Final Collateral Total,Final Collateral Balance Cash,Final Collateral Balance Non-cash,Limit Utilisation,Client Margin,Required Margin,Margin to be blocked,Carry Forward Cash,Final Margin Total,Final Margin Blocked from Cash Collateral,Final Margin Blocked from Non-cash Collateral
408,408,10000868,149.59,0.00,149.59,149.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
